Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Avg Monthly GB Streaming Movies,Avg Monthly GB Streaming Music,Avg Monthly GB Streaming TV,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Score,Churn Category,Churn Reason
3669-WHAFY,FEMALE,57.0,Yes,No,0.0,United States,california,Whittier,90604.0,33.929704,-118.01208,,q3,YES,7.0,71.0,Offer A,YES,9.44,Yes,Fiber Optic,9.0,Yes,Yes,YES,Yes,Yes,Yes,Yes,0,2,0,YES,TWO YEAR,Yes,Credit Card,115.15,8078.1,0.0,0.0,670.24,8748.34,Stayed,24.0,,
1414-YADCW,Male,45.0,Yes,NO,0.0,United States,California,deer park,94576.0,38.554383,-122.474773,223.0,Q3,YES,3.0,70.0,offer a,Yes,1.07,NO,Fiber Optic,21.0,Yes,yes,NO,yes,No,No,No,0,1,0,Yes,TWO YEAR,NO,Bank Withdrawal,84.6,5706.2,0.0,0.0,74.9,5781.099999999999,STAYED,39.0,,
8884-ADFVN,MALE,65.0,Yes,No,0.0,united states,California,ROSEVILLE,95678.0,38.759751,-121.288545,30614.0,q3,Yes,2.0,7.0,,yes,34.66,yes,FIBER OPTIC,3.0,No,no,Yes,NO,Yes,YES,Yes,0,0,1,Yes,Month-to-Month,YES,Bank Withdrawal,101.95,700.85,0.0,0.0,242.62,943.47,churned,74.0,Other,Don't know
1237-wiyyz,Female,49.0,no,NO,0.0,United States,California,Los Angeles,90017.0,34.052842,,20692.0,q3,no,0.0,18.0,Offer D,Yes,10.67,No,,0.0,NO,No,No,no,No,no,No,0,1,0,No,Month-to-Month,Yes,Credit Card,19.55,389.25,0.0,0.0,192.06,581.31,Stayed,28.0,,
8160-howox,Female,30.0,No,no,0.0,United States,CALIFORNIA,san bernardino,92407.0,34.250069,-117.393949,49355.0,q3,no,0.0,7.0,,Yes,48.16,No,DSL,85.0,No,No,NO,No,Yes,YES,YES,0,3,2,Yes,MONTH-TO-MONTH,YES,Bank Withdrawal,66.85,458.1,0.0,0.0,337.12,795.22,Stayed,43.0,,
6682-VCIXC,female,61.0,yes,No,0.0,United States,California,Mad River,95552.0,40.390301,-123.412327,265.0,Q3,YES,2.0,43.0,Offer B,No,0.0,no,CABLE,6.0,Yes,Yes,NO,Yes,Yes,no,No,0,0,0,Yes,One Year,YES,Bank Withdrawal,51.25,2151.6,0.0,0.0,0.0,2151.6,STAYED,43.0,,
1755-fzqec,male,26.0,No,No,0.0,United States,California,ventura,93001.0,34.360261,-119.306383,32899.0,q3,no,0.0,39.0,Offer C,Yes,48.02,No,,0.0,no,No,No,No,NO,No,NO,0,0,0,no,ONE YEAR,No,credit card,19.9,791.15,20.17,0.0,1872.78,2643.76,stayed,69.0,,
3733-zeecp,Male,29.0,Yes,Yes,2.0,united states,california,Inglewood,90301.0,33.956445,-118.358634,37527.0,Q3,Yes,3.0,22.0,none,Yes,27.91,no,cable,27.0,no,No,NO,Yes,NO,No,No,2,0,1,Yes,Month-to-Month,Yes,bank withdrawal,51.1,1232.9,0.0,0.0,614.02,1846.92,stayed,7246.0,,
7943-RQCHR,Female,34.0,No,No,0.0,United States,california,Davis,95616.0,38.508735,-121.678813,67411.0,Q3,no,0.0,9.0,offer e,YES,10.07,YES,Fiber Optic,26.0,No,No,No,No,Yes,yes,YES,0,2,3,No,Month-to-Month,yes,BANK WITHDRAWAL,94.75,889.9,0.0,30.0,90.63,1010.53,churned,83.0,Competitor,Competitor offered more data
7094-MSZAO,male,55.0,Yes,Yes,3.0,United States,california,oakland,94610.0,37.808731,-122.238708,29964.0,Q3,yes,7.0,10.0,,Yes,13.83,no,,0.0,No,No,No,no,No,No,no,0,0,0,No,Month-to-Month,yes,CREDIT CARD,20.05,218.5,0.0,0.0,138.3,356.8,stayed,23.0,,
6210-KBBPI,Male,67.0,No,No,0.0,United States,california,West Covina,91790.0,34.066964,-117.937007,44099.0,Q3,NO,0.0,9.0,,Yes,10.66,YES,Fiber Optic,15.0,No,yes,NO,no,yes,YES,No,0,0,2,Yes,month-to-month,yes,credit card,99.45,919.4,0.0,0.0,95.94,1015.34,churned,93.0,Competitor,Competitor had better devices
1657-DYMBM,male,35.0,Yes,No,0.0,United States,California,temecula,92591.0,33.540604,-117.10909,25655.0,Q3,yes,8.0,53.0,OFFER B,YES,34.46,No,,0.0,No,No,No,No,No,NO,No,0,2,0,No,Two Year,NO,Credit Card,19.9,1110.05,0.0,0.0,1826.38,2936.4300000000003,stayed,61.0,,
3709-OIJEA,Male,51.0,No,no,0.0,United States,california,Geyserville,95441.0,38.731771,-123.064272,2349.0,Q3,No,0.0,26.0,,YES,29.72,No,Fiber Optic,11.0,No,Yes,yes,Yes,No,no,NO,0,0,2,yes,one year,Yes,Bank Withdrawal,85.2,2184.6,7309.0,0.0,772.72,2957.32,stayed,52.0,,
2883-ILGWO,Male,68.0,No,No,0.0,United States,California,Compton,90222.0,,-118.236773,29825.0,Q3,No,0.0,57.0,NONE,Yes,32.12,yes,Fiber Optic,15.0,No,Yes,No,Yes,Yes,Yes,No,0,0,0,no,two year,Yes,BANK WITHDRAWAL,104.9,5913.95,1.69,90.0,1830.84,7833.1,Stayed,75.0,,
1980-KXVPM,Female,68.0,No,No,0.0,United States,CALIFORNIA,EL CENTRO,92243.0,32.770393,-115.60915,43712.0,Q3,No,0.0,3.0,none,yes,23.82,YES,Fiber Optic,30.0,no,no,No,No,No,No,No,0,0,0,Yes,Month-to-Month,yes,credit card,75.05,256.25,0.0,0.0,71.46000000000001,327.71000000000004,Churned,83.0,Competitor,Competitor had better devices
4023-RTIQM,Female,72.0,Yes,no,0.0,UNITED STATES,California,REDCREST,95569.0,40.363446,-123.835041,400.0,Q3,Yes,10.0,31.0,Offer C,No,8332.0,no,dsl,21.0,YES,Yes,YES,No,no,Yes,no,0,0,3,yes,ONE YEAR,Yes,Credit Card,50.4,1580.1,0.0,0.0,0.0,1580.1,Stayed,39.0,,
1866-RZZQS,male,77.0,no,No,0.0,United States,California,REDLANDS,92373.0,34.003243,-117.138286,31230.0,Q3,no,0.0,41.0,offer b,yes,42.06,yes,Fiber Optic,21.0,NO,No,YES,NO,yes,yes,No,2,0,0,yes,month-to-month,Yes,BANK WITHDRAWAL,98.4,4187.75,0.0,0.0,1724.46,5912.21,Churned,91.0,Competitor,Competitor had better devices
4373-MAVJG,female,64.0,Yes,No,0.0,United States,California,San Diego,92117.0,32.825086,-117.199424,56203.0,Q3,Yes,1.0,14.0,Offer D,Yes,13.64,yes,Fiber Optic,9.0,No,yes,No,No,No,Yes,YES,0,0,0,yes,Month-to-Month,Yes,Bank Withdrawal,90.9,1259.0,0.0,0.0,190.96,1449.96,Churned,70.0,Competitor,Competitor made better offer
2225-ZRGSG,female,38.0,YES,No,0.0,UNITED STATES,California,Piru,93040.0,34.432843,-118.730106,1459.0,q3,Yes,1.0,70.0,OFFER A,yes,5.48,YES,Fiber Optic,14.0,Yes,yes,yes,Yes,No,No,No,0,0,0,Yes,Two Year,No,Bank Withdrawal,93.9,6579.05,0.0,0.0,383.6,6962.650000000001,CHURNED,95.0,Price,Long distance charges
2239-CFOUJ,Male,27.0,Yes,Yes,2.0,United States,California,Trinidad,95570.0,41.162295,-124.027381,2369.0,Q3,Yes,3.0,1.0,,Yes,27.5,NO,,0.0,No,No,NO,NO,No,No,no,0,3,0,No,One Year,no,Credit Card,20.4,20.4,0.0,0.0,27.5,47.9,Joined,54.0,,
6797-UCJHZ,Female,74.0,Yes,No,0.0,United States,california,simi valley,93065.0,34.269449,-118.768471,64802.0,q3,Yes,7.0,66.0,Offer A,YES,25.51,Yes,Fiber Optic,15.0,No,yes,Yes,no,Yes,Yes,NO,1,0,0,yes,ONE YEAR,No,Credit Card,104.6,6819.45,0.0,0.0,1683.66,8503.11,Stayed,27.0,,
6982-sshfk,Male,45.0,No,No,0.0,United States,California,Fresno,93703.0,36.768774,-119.762633,31180.0,q3,no,0.0,1.0,offer e,Yes,32.44,No,dsl,12.0,NO,No,No,no,No,No,No,3,0,3,Yes,Month-to-Month,no,mailed check,44.4,44.4,0.0,0.0,32.44,76.84,churned,89.0,Competitor,Competitor had better devices
6953-PBDIN,male,50.0,Yes,no,0.0,UNITED STATES,California,Fort Bidwell,96112.0,41.932207,-120.135941,231.0,Q3,Yes,4.0,70.0,Offer A,yes,38.58,Yes,DSL,25.0,NO,Yes,Yes,yes,Yes,NO,No,0,2,0,No,Two Year,no,Bank Withdrawal,3998.95,5265.55,0.0,60.0,2700.6,8026.15,Stayed,70.0,,
1074-AMIOH,FEMALE,38.0,Yes,Yes,2.0,United States,CALIFORNIA,san francisco,94127.0,37.736535,-122.45732,20643.0,q3,Yes,1.0,53.0,,Yes,43.39,no,Fiber Optic,29.0,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,month-to-month,YES,Bank Withdrawal,108.25,5935.1,,0.0,2299.67,8234.77,Stayed,73.0,,
7684-XSZIY,male,53.0,Yes,Yes,3.0,UNITED STATES,California,Loomis,95650.0,38.809175,-121.171375,11191.0,Q3,Yes,3.0,72.0,Offer A,yes,20.42,Yes,,0.0,NO,No,No,NO,No,no,No,0,0,2,No,TWO YEAR,NO,BANK WITHDRAWAL,24.3,1643.25,0.0,0.0,1470.2400000000002,3113.49,Stayed,43.0,,
9253-QXKBE,male,73.0,Yes,NO,0.0,United States,california,Morgan Hill,95037.0,37.161544,-121.649371,41707.0,q3,Yes,1.0,29.0,none,Yes,6.25,Yes,Fiber Optic,21.0,no,no,No,NO,Yes,Yes,No,0,0,0,Yes,Month-to-Month,yes,Bank Withdrawal,94.45,2653.65,0.0,0.0,181.25,2834.9,Churned,71.0,Competitor,Competitor had better devices
6818-WOBHJ,Female,70.0,yes,No,0.0,united states,California,Fulton,95439.0,38.493888,-122.777141,476.0,q3,Yes,1.0,68.0,OFFER A,yes,24.13,Yes,Fiber Optic,24.0,NO,Yes,No,No,No,yes,no,0,0,0,YES,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0.0,0.0,1640.84,7768.44,Churned,69.0,Competitor,Competitor had better devices
9501-UKKNL,Male,43.0,No,No,0.0,United States,California,DIAMOND BAR,91765.0,33.992416,-117.807874,46532.0,Q3,No,0.0,59.0,,no,0.0,no,DSL,7.0,No,no,no,Yes,Yes,Yes,yes,0,0,0,yes,month-to-month,Yes,bank withdrawal,51.7,3005.8,0.0,0.0,0.0,3005.8,Stayed,30.0,,
1136-XGEQU,Female,53.0,Yes,No,0.0,united states,California,WINCHESTER,92596.0,33.657433,-117.04254,4093.0,Q3,Yes,9.0,50.0,Offer B,Yes,46.49,yes,dsl,11.0,NO,Yes,Yes,yes,yes,yes,Yes,2,0,0,yes,ONE YEAR,Yes,Credit Card,84.15,4164.4,0.0,0.0,2324.5,6488.9,Stayed,43.0,,
9896-UYMIE,Male,27.0,No,no,1597.0,united states,California,VALLEY FORD,94972.0,38.339996,-122.935056,66.0,Q3,No,0.0,66.0,offer a,yes,4.32,Yes,Fiber Optic,73.0,Yes,Yes,Yes,yes,YES,yes,Yes,0,0,3,yes,One Year,yes,bank withdrawal,114.3,7383.7,0.0,0.0,285.12,7668.82,stayed,52.0,,
2845-KDHVX,female,57.0,YES,NO,0.0,united states,California,Sheridan,95681.0,38.984756,-121.345074,1219.0,Q3,YES,9.0,64.0,none,Yes,23.29,No,DSL,25.0,No,yes,Yes,yes,NO,Yes,Yes,0,0,0,Yes,TWO YEAR,Yes,Credit Card,68.3,4378.8,0.0,0.0,1490.56,5869.360000000001,Stayed,31.0,,
2027-FECZV,male,44.0,No,No,0.0,united states,CALIFORNIA,bodfish,93205.0,35.523991,-118.400432,1954.0,q3,no,0.0,12.0,NONE,Yes,25.19,Yes,Fiber Optic,12.0,No,yes,YES,No,yes,Yes,Yes,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,106.7,1253.9,0.0,0.0,302.28000000000003,1556.18,Churned,92.0,Attitude,Attitude of support person
7752-XUSCI,Female,20.0,No,No,0.0,united states,California,crestline,92325.0,34.248061,-117.29028,10484.0,Q3,No,0.0,60.0,,YES,10.7,yes,Fiber Optic,71.0,No,yes,yes,No,Yes,Yes,YES,0,0,2,yes,Month-to-Month,Yes,Bank Withdrawal,105.9,6396.45,0.0,0.0,642.0,7038.45,Churned,84.0,Other,Don't know
0723-DRCLG,female,73.0,Yes,No,0.0,United States,California,Fallbrook,92028.0,33.362575,-117.299644,42239.0,Q3,Yes,1.0,1.0,,yes,31.27,yes,Fiber Optic,11.0,No,NO,no,NO,no,no,no,1,0,0,No,Month-to-Month,Yes,Bank Withdrawal,74.45,74.45,0.0,10.0,31.27,115.72,churned,94.0,Other,Don't know
8292-itgyj,female,48.0,YES,YES,1.0,United States,California,CAMPO SECO,95226.0,38.233879,-120.861666,75.0,Q3,yes,7.0,45.0,offer b,yes,20.11,Yes,none,0.0,No,No,No,NO,no,No,no,0,0,0,no,Two Year,Yes,Bank Withdrawal,24.65,1138.8,0.0,0.0,904.95,2043.75,Stayed,67.0,,
5304-EFJLP,Male,72.0,Yes,No,0.0,United States,California,los molinos,96055.0,40.059385,-122.091481,3756.0,q3,Yes,4.0,72.0,none,Yes,16.92,yes,FIBER OPTIC,19.0,no,Yes,YES,Yes,Yes,YES,Yes,1,0,1,No,two year,Yes,Bank Withdrawal,111.65,8022.85,0.0,110.0,1218.2400000000002,9351.09,Stayed,36.0,,
4837-PZTIC,Female,54.0,No,No,0.0,United States,CALIFORNIA,Torrance,90504.0,33.867257,-118.330794,31678.0,Q3,no,0.0,47.0,Offer B,No,0.0,No,CABLE,23.0,YES,No,Yes,Yes,No,No,No,3,3,2,Yes,TWO YEAR,NO,Credit Card,41.9,1875.25,0.0,0.0,0.0,1875.25,STAYED,45.0,,
7240-FQLHE,Female,68.0,yes,No,0.0,United States,CALIFORNIA,San Diego,92114.0,32.707892,-117.05512,66838.0,q3,Yes,1.0,18.0,,yes,25.27,YES,Fiber Optic,15.0,No,No,No,yes,Yes,Yes,NO,0,0,1,YES,Month-to-Month,No,bank withdrawal,99.75,1836.25,0.0,0.0,454.86,2291.11,Churned,68.0,Attitude,Attitude of support person
3197-NNYNB,Male,47.0,No,NO,0.0,united states,California,Jolon,93928.0,35.930782,-121.189757,254.0,Q3,no,0.0,65.0,Offer B,Yes,27.75,Yes,FIBER OPTIC,30.0,NO,YES,Yes,no,yes,YES,YES,2,0,0,Yes,Two Year,No,credit card,105.1,6631.85,0.0,0.0,1803.75,8435.6,Stayed,28.0,,
5804-hyiez,Male,40.0,Yes,Yes,1.0,United States,california,winterhaven,92283.0,32.852947,-114.850784,3663.0,Q3,Yes,1.0,70.0,Offer A,Yes,40.28,Yes,Fiber Optic,13.0,Yes,Yes,no,NO,Yes,yes,yes,0,0,2,Yes,Month-to-Month,Yes,Bank Withdrawal,106.05,7554.05,0.0,0.0,2819.6,10373.65,Stayed,30.0,,
7426-RHZGU,MALE,41.0,No,No,0.0,United States,California,Oakland,94603.0,37.739113,-122.175602,31392.0,q3,No,0.0,9.0,none,Yes,30.8,no,Fiber Optic,3.0,No,no,No,Yes,Yes,Yes,Yes,2,0,0,yes,MONTH-TO-MONTH,yes,Bank Withdrawal,95.9,827.45,0.0,0.0,277.2,1104.65,Stayed,66.0,,
3546-gheae,male,29.0,No,no,0.0,United States,CALIFORNIA,Blythe,92225.0,33.674583,-114.71612,24659.0,Q3,no,0.0,7.0,none,Yes,9.43,No,none,0.0,No,No,no,No,no,no,No,0,0,0,No,Two Year,no,Credit Card,19.45,165.35,0.0,0.0,66.00999999999999,4949.36,Stayed,42.0,,
6549-NNDYT,FEMALE,59.0,No,No,0.0,united states,California,Fresno,93720.0,36.878709,-119.7645,45087.0,Q3,No,0.0,13.0,,no,0.0,NO,Cable,7.0,Yes,NO,No,no,No,no,NO,0,0,0,Yes,Month-to-Month,Yes,bank withdrawal,30.85,394.1,0.0,0.0,0.0,394.1,STAYED,38.0,,
5678-VFNEQ,Female,19.0,Yes,NO,0.0,United States,California,rocklin,95677.0,38.7904,-121.236973,21510.0,Q3,Yes,8.0,71.0,OFFER A,yes,4.39,Yes,FIBER OPTIC,82.0,Yes,No,yes,No,yes,yes,Yes,0,0,0,Yes,ONE YEAR,yes,credit card,104.1,7412.25,0.0,0.0,311.69,7723.94,Stayed,45.0,,
7945-HLKEA,female,29.0,No,No,0.0,United States,California,Half Moon Bay,94019.0,37.45567,-122.407992,17929.0,Q3,No,0.0,60.0,none,Yes,37.95,yes,DSL,27.0,YES,No,Yes,YES,no,No,NO,2,0,0,No,ONE YEAR,No,BANK WITHDRAWAL,64.75,4039.5,0.0,120.0,2277.0,6436.5,stayed,25.0,,
2962-XPMCQ,Male,56.0,NO,No,0.0,united states,California,sacramento,95828.0,38.486938,-121.395805,54880.0,q3,no,0.0,2.0,OFFER E,yes,6.47,No,DSL,21.0,No,No,No,No,NO,No,no,0,0,2,Yes,month-to-month,yes,Bank Withdrawal,45.15,98.5,0.0,0.0,12.94,111.44,Churned,81.0,Competitor,Competitor offered higher download speeds
2229-DPMBI,Female,19.0,Yes,YES,2.0,UNITED STATES,CALIFORNIA,Blairsden Graeagle,96103.0,39.783747,,1839.0,Q3,Yes,10.0,8.0,none,YES,13.21,No,NONE,0.0,No,no,no,NO,No,No,NO,0,2,0,No,Two Year,NO,Credit Card,19.5,162.15,0.0,0.0,105.68,267.83000000000004,Stayed,58.0,,
7030-NJVDP,male,36.0,Yes,No,0.0,UNITED STATES,california,San Quentin,94964.0,37.942551,-122.491642,6448.0,Q3,Yes,2.0,24.0,,yes,10.23,No,fiber optic,8.0,YES,No,NO,yes,no,Yes,Yes,1,1,0,YES,month-to-month,Yes,Bank Withdrawal,89.25,2210.2,0.0,0.0,245.52,2455.72,stayed,77.0,,
5360-xgyaz,Male,32.0,Yes,yes,1.0,UNITED STATES,California,Los Angeles,90040.0,33.994524,-118.149953,9805.0,Q3,Yes,1.0,72.0,,NO,0.0,No,DSL,16.0,Yes,Yes,Yes,yes,Yes,yes,yes,0,0,0,No,Two Year,Yes,Bank Withdrawal,65.65,4664.5,0.0,60.0,0.0,4724.5,Stayed,47.0,,
9651-GTSAQ,female,44.0,Yes,No,0.0,United States,California,CORNING,96021.0,39.913777,-122.289984,13840.0,Q3,Yes,1.0,53.0,,Yes,30.09,no,FIBER OPTIC,11.0,Yes,yes,Yes,No,Yes,Yes,Yes,0,0,2,Yes,One Year,Yes,BANK WITHDRAWAL,106.1,5769.75,0.0,0.0,1594.77,7364.52,Churned,94.0,Attitude,Attitude of support person
5740-yhgtw,Male,62.0,Yes,yes,3.0,United States,CALIFORNIA,Los Angeles,90041.0,247.137412,-118.207607,27866.0,Q3,Yes,8.0,70.0,,Yes,32.38,Yes,fiber optic,53.0,Yes,yes,no,NO,yes,NO,No,0,0,3,Yes,Month-to-Month,Yes,Credit Card,97.55,6669.05,0.0,0.0,2266.6000000000004,8935.650000000001,Stayed,49.0,,
6015-VVHHE,Female,68.0,NO,No,0.0,United States,California,Los Angeles,90039.0,34.110845,-118.259595,29310.0,Q3,no,0.0,5.0,,yes,41.83,Yes,fiber optic,25.0,No,no,No,No,YES,no,No,0,0,0,Yes,Month-to-Month,YES,Credit Card,83.15,446.05,0.0,0.0,209.15,655.2,Churned,96.0,Dissatisfaction,Service dissatisfaction
3027-ynwzu,female,44.0,yes,No,0.0,united states,CALIFORNIA,San Ramon,94583.0,37.766556,-121.976784,44078.0,Q3,Yes,5.0,64.0,Offer B,Yes,6.81,Yes,NONE,0.0,no,No,No,No,NO,NO,no,1,3,0,NO,Two Year,No,Credit Card,25.0,1584.8,0.0,0.0,435.84,2020.64,Stayed,61.0,,
8982-NHAVY,MALE,23.0,No,no,0.0,United States,California,Littlerock,93543.0,34.505273,-117.955054,11198.0,Q3,NO,0.0,27.0,Offer C,Yes,8.86,yes,Fiber Optic,73.0,No,No,Yes,No,Yes,Yes,Yes,0,0,0,NO,One Year,Yes,Bank Withdrawal,100.5,2673.45,0.0,70.0,239.22,2982.67,Stayed,50.0,,
